Title,Monthly sales,Sales,Monthly revenue,Revenue,LQS,Price,Category,Shop,BSR Category (%),BSR Category,Conversion rate,Creator,Product creation era,Views,Video,URL,Tag count,Tags,Review rate,Reviews,Review score,Production partners,Processing time,Min processing time,Max processing time,Personalization required,Creation date,Favorites,Listing type,Listing age (days),Vintage,Supply item,Personalizable,Image count,Free US shipping
"Skye Morganite Couples Ring Set- His and Hers Wedding Band- Crushed Morganite Rose Gold Ring- Matching Couples Promise Ring- Pink Gemstone","3","68","$738","$15980","68","$235.00","Jewelry","Aquamarise","0.0","NaN","0.26%","Shop owner","Made to Order","26178","Yes","https://www.etsy.com/listing/1593955324/skye-morganite-couples-ring-set-his-and","13","Matching ring set,man rose gold ring,his and hers ring,couples ring set,engagement ring set,wedding ring set,couples promise ring,couple wedding band,promise ring set,morganite ring set,man wedding band,woman rose gold ring,pink morganite ring","30.88%","21","4.90","None","4.00 days","3 days","5 days","No","11 Kas, 2023","1596","Physical","667","No","No","Yes","10","Yes",
"Skye Natural Red Garnet Kite Ring Set- 925 Sterling Silver Engagement Ring For Women- Unique Red Promise Ring- Anniversary Gift Idea For Her","3","58","$277","$5510","63","$95.00","Jewelry","Aquamarise","0.0","NaN","0.74%","Shop owner","Made to Order","7830","Yes","https://www.etsy.com/listing/1634908964/skye-natural-red-garnet-kite-ring-set","13","Natural red garnet,Gifts for her,Kite ring set woman,Dainty Promise Ring,Art Deco Engagement,Red gemstone ring,Garnet flower ring,fairytale ring,Personalized Gifts,Gothic Jewelry,Woman silver ring,bridal ring set,red rings woman","31.03%","18","4.80","None","4.00 days","3 days","5 days","No","02 Oca, 2024","551","Physical","614","No","No","Yes","6","Yes",
"Victoria Natural Ruby Engagement Ring For Women 14K Solid Yellow Gold Promise Ring July Birthstone Art Deco Vintage Anniversary Gift For Her","0","26","$595","$32370","53","$1245.00","Jewelry","Aquamarise","0.0","NaN","0.22%","Shop owner","Made to Order","11961","Yes","https://www.etsy.com/listing/959731698/victoria-natural-ruby-engagement-ring","13","engagement ring,Gatsby ring,yellow gold ring,cluster ring,natural ruby ring,gold ruby ring,14k solid gold ring,red ruby ring,dainty promise ring,STATEMENT RING,GIFTS FOR HER,GIFTS FOR MOM,PERSONALIZED RING","30.77%","8","5.00","None","18.00 days","12 days","24 days","Yes","03 Mar, 2021","674","Physical","1650","No","No","Yes","4","Yes",
"Natural Citrine Couples Ring- His and Hers Ring Set- Sterling Silver/ Tungsten Matching Fantasy Cut Unique Wedding Band- November Birthstone","0","3","$125","$795","53","$265.00","Jewelry","Aquamarise","0.0","NaN","0.25%","Shop owner","Made to Order","1209","Yes","https://www.etsy.com/listing/1872342447/natural-citrine-couples-ring-his-and","13","Matching ring set,his and hers ring,engagement ring set,wedding ring set,couples promise ring,couples wedding band,citrine couple rings,November birthstone,Yellow couples rings,crushed citrine,fireworks cut ring,star cut citrine,unique leaf ring set","33.33%","1","5.00","None","4.00 days","3 days","5 days","No","10 %u015Eub, 2025","96","Physical","210","No","No","Yes","5","Yes",
"Opalescent Blue Sapphire Leaf Ring- 925 Sterling Silver Light Blue Mermaid Engagement Ring For Women- Unique Promise Ring- Gift For Her","1","8","$55","$712","42","$89.00","Jewelry","Aquamarise","0.0","NaN","1.18%","Shop owner","Made to Order","680","Yes","https://www.etsy.com/listing/1771140143/opalescent-blue-sapphire-leaf-ring-925","13","Vintage Ring,Anniversary Gift,GIFTS FOR HER,PROMISE RING FOR HER,Custom Ring for Her,Her Engagement Ring,Alternative bride,Statement Ring,Blue rings women,Fairy core aesthetic,Opalescent sapphire,Mermaid ring women,leaf engagement ring","0.00%","0","0.00","None","4.00 days","3 days","5 days","No","31 Tem, 2024","91","Physical","404","No","No","Yes","5","Yes",
"Cushion Cut Ruby Ring- 14K Rose Gold Vermeil Ring- Genuine Ruby Engagement Ring- Promise Ring- July Birthstone- Anniversary Gift For Her","0","13","$27","$1157","53","$89.00","Jewelry","Aquamarise","0.0","NaN","0.30%","Shop owner","Made to Order","4269","Yes","https://www.etsy.com/listing/1189858851/cushion-cut-ruby-ring-14k-rose-gold","13","Natural Ruby Ring,14K Rose Gold Ring,July Birthstone,hidden halo ring,cushion cut ring,vintage ruby ring,her engagement ring,dainty promise ring,GIFTS FOR HER,GIFTS FOR MOM,PROMISE RING FOR HER,handmade jewelry,personalized jewelry","30.77%","4","4.30","None","4.00 days","3 days","5 days","No","03 Mar, 2022","226","Physical","1284","No","No","Yes","7","Yes",
"Gold Tungsten Wedding Band- 6MM Beveled Edge- Gold Tungsten Carbide Unisex Ring- Brushed Comfort Fit- Promise Ring or Anniversary Gift","1","2","$75","$230","47","$115.00","Jewelry","Aquamarise","0.0","NaN","1.24%","Shop owner","Made to Order","161","Yes","https://www.etsy.com/listing/4308182198/gold-tungsten-wedding-band-6mm-beveled","13","mens wedding band,unique mens ring,gifts for men,his promise ring,mens gold rings,mens engagement ring,anniversary gift,simple wedding band,minimalist ring mens,beveled edge ring,beveled gold ring,6mm gold ring,gold tungsten ring","0.00%","0","0.00","None","4.00 days","3 days","5 days","No","20 May, 2025","7","Physical","111","No","No","Yes","3","Yes",
"Men's Gold Tungsten Wedding Band- 8MM Beveled Edge- Gold Tungsten Carbide Ring- Brushed Comfort Fit- Promise Ring or Anniversary Gift","0","1","$44","$135","47","$135.00","Jewelry","Aquamarise","0.0","NaN","1.37%","Shop owner","Made to Order","73","Yes","https://www.etsy.com/listing/4308175885/mens-gold-tungsten-wedding-band-8mm","13","mens wedding band,unique mens ring,gifts for men,his promise ring,8mm gold ring,mens gold rings,hammered ring,mens engagement ring,anniversary gift,simple wedding band,minimalist ring mens,beveled edge ring,beveled gold ring","0.00%","0","0.00","None","4.00 days","3 days","5 days","No","20 May, 2025","6","Physical","111","No","No","Yes","3","Yes",
"London Blue Topaz Wedding Band- 925 Sterling Silver 5mm Wide Rustic Unique Men / Women Woodland Wedding Ring- Unisex Ring- Anniversary Gift","2","8","$203","$1000","42","$125.00","Jewelry","Aquamarise","0.0","NaN","1.21%","Shop owner","Made to Order","661","Yes","https://www.etsy.com/listing/1894108943/london-blue-topaz-wedding-band-925","13","mens wedding band,unique mens ring,couples ring sets,gifts for men,his promise ring,mens engagement ring,anniversary gift,men silver rings,5mm wedding band,London Topaz Ring,December Birthstone,Textured Silver Ring,Blue Gemstone Ring","0.00%","0","0.00","None","4.00 days","3 days","5 days","No","26 Mar, 2025","27","Physical","166","No","No","Yes","4","Yes",
"Tanzanite and Teal Sapphire Ring- 925 Sterling Silver Leaf Engagement Ring- Marquise Fairy Promise Ring- Unique Anniversary Gift For Her","2","9","$147","$801","37","$89.00","Jewelry","Aquamarise","0.0","NaN","1.11%","Shop owner","Made to Order","812","Yes","https://www.etsy.com/listing/1871946346/tanzanite-and-teal-sapphire-ring-925","12","her engagement ring,GIFTS FOR HER,PROMISE RING FOR HER,handmade jewelry,fairy leaf ring,Nature inspired ring,Aurora Borealis Ring,Purple and Teal Ring,Cosmic Ring,Alternative Bride,December Birthstone,Dainty Birthday Gift","0.00%","0","0.00","None","4.00 days","3 days","5 days","No","10 Mar, 2025","60","Physical","182","No","No","Yes","5","Yes",
"Blue Fire Opal Engagement Ring- 14K Yellow Gold Vermeil Opal Promise Ring For Her- Unique Fire Opal Wedding Ring- Anniversary Gift For her","1","16","$99","$1424","58","$89.00","Jewelry","Aquamarise","0.0","NaN","0.33%","Shop owner","Made to Order","4875","Yes","https://www.etsy.com/listing/1733305758/blue-fire-opal-engagement-ring-14k","13","her engagement ring,vintage promise ring,fantasy jewelry,anniversary gift,nature inspired ring,gifts for her,Personalized jewelry,October birthstone,fairy core aesthetic,blue fire opal ring,handmade jewelry,14k gold ring women,Fire opal jewelry","31.25%","5","5.00","None","4.00 days","3 days","5 days","No","14 Haz, 2024","338","Physical","450","No","No","Yes","10","Yes",
"Skye Natural Red Garnet Couples Ring Set- His and Hers Matching Wedding Band- Hammered Red & Black Tungsten Couples Ring Unique Promise Ring","13","286","$3217","$70070","68","$245.00","Jewelry","Aquamarise","0.0","NaN","0.30%","Shop owner","Made to Order","94988","Yes","https://www.etsy.com/listing/1604818581/skye-natural-red-garnet-couples-ring-set","13","Matching ring set,his and hers ring,couples ring set,engagement ring set,wedding ring set,couples promise ring,couple wedding band,promise ring set,red garnet ring set,bridal ring set,black and red ring,garnet coules ring,black rings woman","30.77%","88","4.80","None","4.00 days","3 days","5 days","No","06 Kas, 2023","4245","Physical","671","No","No","Yes","10","Yes",
"Natural Moonstone Ring in 925 Sterling Silver- Oval Cut Halo Engagement Ring- Unique Promise Ring- June Birthstone Anniversary Gift For Her","6","373","$502","$33197","63","$89.00","Jewelry","Aquamarise","0.0","NaN","0.87%","Shop owner","Made to Order","42753","Yes","https://www.etsy.com/listing/773113064/natural-moonstone-ring-in-925-sterling","13","Oval Moonstone Ring,Anniversary Gift,Birthday Gift,rainbow moonstone,Dainty promise ring,GIFTS FOR HER,Her Engagement ring,June Birthstone ring,Art deco engagement,Bridal ring set,925 sterling silver,non traditional ring,women ring silver","30.83%","115","4.90","None","4.00 days","3 days","5 days","No","15 Mar, 2020","3001","Physical","2002","No","No","Yes","5","Yes",
"Vintage Oval Diamond Ring- Sterling Silver Diamond Engagement Ring For Women- Bridal Ring Set- Promise Ring- Anniversary Gift- Gift For Her","8","610","$715","$54290","63","$89.00","Jewelry","Aquamarise","0.0","NaN","0.73%","Member of the shop","Made to Order","83057","Yes","https://www.etsy.com/listing/709569625/vintage-oval-diamond-ring-sterling","13","Engagement Ring,Anniversary Gift,Birthday Gift,Bridal Ring Set,Wedding Ring Set,Dainty promise ring,Vintage diamond Ring,GIFTS FOR HER,GIFTS FOR MOM,GIFT FOR WIFE,PROMISE RING FOR HER,handmade jewelry,Custom Ring for Her","30.82%","188","4.90","None","4.00 days","3 days","5 days","No","28 May, 2019","3807","Physical","2295","No","No","Yes","8","Yes",
"Galaxy Raw Salt & Pepper Diamond Ring- Kite Cut Herkimer Diamond Engagement Ring- Unique Bridal Geometric Promise Ring- 925 Sterling Silver","1","12","$130","$1140","53","$95.00","Jewelry","Aquamarise","0.0","NaN","0.86%","Shop owner","Made to Order","1390","Yes","https://www.etsy.com/listing/1821263262/galaxy-raw-salt-pepper-diamond-ring-kite","13","salt and pepper ring,rutilated quartz,engagement ring,natural raw diamond,black diamond,herkimer diamond,kite ring set,natural quartz ring,GIFTS FOR HER,PROMISE RING FOR HER,handmade jewelry,women silver rings,skye kite rings","0.00%","0","0.00","None","4.00 days","3 days","5 days","No","01 Ara, 2024","96","Physical","280","No","No","Yes","6","Yes",
"Blue Aquamarine Ring- Sterling Silver Vintage Gemstone Engagement Ring For Women- Promise Ring- March Birthstone- Anniversary Gift for Her","1","36","$72","$3204","63","$89.00","Jewelry","Aquamarise","0.0","NaN","0.63%","Shop owner","Made to Order","5730","Yes","https://www.etsy.com/listing/1146495461/blue-aquamarine-ring-sterling-silver","13","Aquamarine Ring,Engagement Ring,March Birthstone,Birthday Gift,Gift For Her,Vintage Ring,something blue,three stone ring,Dainty promise ring,STATEMENT RING,natural aquamarine,GIFTS FOR HER,PROMISE RING FOR HER","30.56%","11","5.00","None","4.00 days","3 days","5 days","No","23 Ara, 2021","464","Physical","1355","No","No","Yes","4","Yes",
"Vintage Tanzanite Engagement Ring in 925 Sterling Silver- Emerald Cut Art Deco Tanzanite Promise Ring- December Birthstone Anniversary Gift","6","247","$493","$21983","58","$89.00","Jewelry","Aquamarise","0.0","NaN","0.87%","Shop owner","Made to Order","28242","Yes","https://www.etsy.com/listing/1145846703/vintage-tanzanite-engagement-ring-in-925","13","Purple gemstone,December birthstone,birthday gift,Unique gemstone ring,Dainty promise ring,GIFTS FOR HER,PROMISE RING FOR HER,tanzanite ring women,free engravings,sterling silver ring,her engagement ring,vintage ring for her,affordable rings","30.77%","76","4.90","None","4.00 days","3 days","5 days","No","21 Ara, 2021","2328","Physical","1356","No","No","Yes","4","Yes",
"Kite Shape Swiss Blue Topaz Ring Set- Topaz Engagement Ring Set - Promise Ring- Unique Ring- November Birthstone- Anniversary Gift For Her","1","32","$56","$2848","53","$89.00","Jewelry","Aquamarise","0.0","NaN","0.85%","Shop owner","","3753","Yes","https://www.etsy.com/listing/1028503974/kite-shape-swiss-blue-topaz-ring-set","13","swiss topaz ring,engagement ring,November birthstone,blue gemstone,birthday gift,stacking set,GIFTS FOR HER,GIFTS FOR MOM,PERSONALIZED RING,GIFT FOR WIFE,PERSONALIZED GIFTS,PROMISE RING FOR HER,handmade jewelry","31.25%","10","5.00","None","4.00 days","3 days","5 days","No","26 Haz, 2021","394","Physical","1534","No","No","Yes","5","Yes",
"Purple Fire Opal & Emerald Couples Ring Set- His and Hers Matching Wedding Band Hammered Lavender Sterling silver/Tungsten Promise Ring","1","6","$270","$1470","58","$245.00","Jewelry","Aquamarise","0.0","NaN","0.33%","Shop owner","Made to Order","1809","Yes","https://www.etsy.com/listing/1886202257/purple-fire-opal-emerald-couples-ring","13","Matching ring set,his and hers ring,engagement ring set,wedding ring set,couples promise ring,couple wedding band,promise ring set,bridal ring set,opal couples rings,purple fire opal,unique couples ring,Outer space ring set,lavender opal ring","33.33%","2","5.00","None","4.00 days","3 days","5 days","No","10 Mar, 2025","136","Physical","181","No","No","Yes","5","Yes",
"Ceylon Sapphire Ring- 14K Rose Gold Vermeil Ring- Princess Cut Blue Sapphire Engagement ring Promise Ring- September Birthstone Gift For Her","0","16","$28","$1424","63","$89.00","Jewelry","Aquamarise","0.0","NaN","0.98%","Shop owner","","1627","Yes","https://www.etsy.com/listing/1009318826/ceylon-sapphire-ring-14k-rose-gold","13","ceylon sapphire ring,September birthstone,princess cut ring,split shank ring,blue sapphire ring,her engagement ring,STATEMENT RING,dainty promise ring,GIFTS FOR HER,GIFTS FOR MOM,PERSONALIZED RING,PROMISE RING FOR HER,handmade jewelry","31.25%","5","5.00","None","4.00 days","3 days","5 days","No","21 May, 2021","116","Physical","1571","No","No","Yes","5","Yes",
"Great Rift Nebula Men's Wedding Band- Silver Tungsten Carbide Galaxy Sandstone Ring- Women Men Ring 6mm Silver Ring Dome Polish Comfort Fit","2","55","$266","$6325","53","$115.00","Jewelry","Aquamarise","0.0","NaN","0.67%","Shop owner","Made to Order","8227","Yes","https://www.etsy.com/listing/1560797317/great-rift-nebula-mens-wedding-band","13","mens wedding band,unique mens ring,couples ring sets,gifts for men,his promise ring,men inlay ring,couples ring,man silver ring,gifts for him,6mm mens ring,blue sandstone ring,Orion Nebula ring,unique ring for him","30.91%","17","4.90","None","4.00 days","3 days","5 days","No","06 Eyl, 2023","546","Physical","733","No","No","Yes","4","Yes",
"Princess Cut Ruby Ring- Sterling Silver 3CT Gemstone Engagement Ring For Women- Promise Ring- July Birthstone Anniversary Gift For Her","2","91","$136","$8099","58","$89.00","Jewelry","Aquamarise","0.0","NaN","0.80%","Shop owner","Made to Order","11413","Yes","https://www.etsy.com/listing/880017785/princess-cut-ruby-ring-sterling-silver","13","natural ruby ring,princess cut ring,engagement ring,July birthstone,birthday gift,Dainty promise rings,Women silver ring,3ct red ruby ring,STATEMENT RING,GIFTS FOR HER,GIFTS FOR MOM,GIFT FOR WIFE,PROMISE RING FOR HER","30.77%","28","5.00","None","4.00 days","3 days","5 days","No","01 Eki, 2020","667","Physical","1802","No","No","Yes","5","Yes",
"Crushed Green Fire Opal Men's Wedding Band- His/ Hers 6MM Tungsten Wedding Ring- Peacock Off Set Opal Rose Gold Wedding Band- Gift For Him","0","3","$33","$405","53","$135.00","Jewelry","Aquamarise","0.0","NaN","0.46%","Shop owner","Made to Order","654","Yes","https://www.etsy.com/listing/1766678390/crushed-green-fire-opal-mens-wedding","13","mens wedding band,crushed opal ring,unique mens ring,couples ring sets,his promise ring,Woman Opal Ring,Man Opal Ring,opal rose gold leaf,peacock opal ring,green fire opal ring,gifts for him,matching rings,6mm wedding band","33.33%","1","5.00","None","4.00 days","3 days","5 days","No","19 A%u011Fu, 2024","32","Physical","384","No","No","Yes","3","Yes",
"Feyra Amethyst & Diamond Engagement Ring Set- 925 Sterling Silver Leaf Bridal Ring Set- Unique Women's Promise Ring Anniversary Gift For Her","1","6","$81","$690","58","$115.00","Jewelry","Aquamarise","0.0","NaN","0.19%","Shop owner","Made to Order","3092","Yes","https://www.etsy.com/listing/1824919582/feyra-amethyst-diamond-engagement-ring","13","dainty promise ring,GIFTS FOR HER,PERSONALIZED RING,GIFT FOR WIFE,her engagement ring,unique gemstone ring,sapphire and diamond,diamond ring set,nature inspired ring,statement ring,fairy core aesthetic,silver amethyst ring,fairy leaf ring set","33.33%","2","5.00","None","4.00 days","3 days","5 days","No","08 Ara, 2024","234","Physical","274","No","No","Yes","7","Yes",
"Smoky Quartz Ring- 14K Rose Gold Vermeil Brown Gemstone Engagement Ring For Women- Dainty Promise Ring- Anniversary Birthday Gift For Her","0","10","$33","$890","63","$89.00","Jewelry","Aquamarise","0.0","NaN","0.21%","Shop owner","Made to Order","4757","Yes","https://www.etsy.com/listing/1490197214/smoky-quartz-ring-14k-rose-gold-vermeil","13","natural quartz ring,smoky quartz ring,her engagement ring,Personalized ring,dainty promise ring,gift for wife,STATEMENT RING,GIFTS FOR HER,GIFTS FOR MOM,VINTAGE JEWELRY,CRYSTAL JEWELRY,PROMISE RING FOR HER,Mother's Day Gift","30.00%","3","5.00","None","4.00 days","3 days","5 days","No","15 Haz, 2023","325","Physical","815","No","No","Yes","7","Yes",
"Petite Twisted Vine Diamond Ring in 14K Rose Gold Vermeil Infinity Wedding Band- Nature Inspired Promise Ring or Anniversary Gift for Her","4","191","$335","$15089","58","$79.00","Jewelry","Aquamarise","0.0","NaN","0.79%","Shop owner","Made to Order","24136","Yes","https://www.etsy.com/listing/1135829361/petite-twisted-vine-diamond-ring-in-14k","13","Infinity Band,Anniversary Gift,Gift For Her,14K rose gold ring,twisted vine ring,Dainty promise ring,twisted wedding band,MINIMALIST JEWELRY,GIFTS FOR HER,GIFT FOR WIFE,promise ring for her,dainty diamond band,nature inspired ring","30.89%","59","4.90","None","4.00 days","3 days","5 days","No","07 Ara, 2021","1286","Physical","1371","No","No","Yes","5","Yes",
"Natural Green Moss Agate Ring in 925 Sterling Silver- Rose Wedding Band Engagement or Promise Ring- Green Gemstone- Anniversary Gift For Her","1","16","$61","$1424","68","$89.00","Jewelry","Aquamarise","0.0","NaN","0.30%","Shop owner","Made to Order","5268","Yes","https://www.etsy.com/listing/1570251719/natural-green-moss-agate-ring-in-925","13","green moss agate,stacking ring set,Dainty promise ring,GIFTS FOR HER,VINTAGE JEWELRY,PERSONALIZED RING,CRYSTAL JEWELRY,GIFTS FOR MOM,PROMISE RING FOR HER,Woman Silver Ring,Her engagement ring,Unique gemstone ring,rose shape band","31.25%","5","5.00","None","4.00 days","3 days","5 days","No","19 Eyl, 2023","503","Physical","719","No","No","Yes","6","Yes",
"Marquise Blue Sapphire Ring- 925 Sterling Silver Genuine Sapphire Engagement Rings For Women- Promise Ring- September Birthstone Bridal Sets","1","29","$47","$2581","58","$89.00","Jewelry","Aquamarise","0.0","NaN","0.39%","Shop owner","Made to Order","7518","Yes","https://www.etsy.com/listing/941360244/marquise-blue-sapphire-ring-925-sterling","13","marquise sapphire,engagement ring,September birthstone,blue sapphire ring,dainty promise ring,bridal wedding set,something blue,GIFTS FOR HER,GIFTS FOR MOM,PERSONALIZED RING,GIFT FOR WIFE,PROMISE RING FOR HER,Mother's Day Gift","31.03%","9","5.00","None","4.00 days","3 days","5 days","No","03 %u015Eub, 2021","552","Physical","1678","No","No","Yes","5","Yes",
"Vintage White Sapphire Bridal Ring Set in Sterling Silver Diamond Engagement Ring Promise Ring September Birthstone Anniversary Gift For Her","4","172","$382","$16340","74","$95.00","Jewelry","Aquamarise","0.0","NaN","0.69%","Shop owner","Made to Order","24782","Yes","https://www.etsy.com/listing/1165364914/vintage-white-sapphire-bridal-ring-set","13","white sapphire ring,engagement ring,September birthstone,Dainty promise ring,GIFTS FOR HER,GIFT FOR WIFE,PROMISE RING FOR HER,bridal ring set,free engravings,sterling silver ring,diamond ring for her,affordable ring,teardrop ring set","30.81%","53","4.90","None","4.00 days","3 days","5 days","No","14 %u015Eub, 2022","1485","Physical","1301","No","No","Yes","6","Yes",
"Victoria Natural Moonstone Ring in Sterling Silver- Vintage Engagement Ring- Art Deco Promise Ring- June Birthstone Anniversary Gift For Her","1","91","$117","$8099","68","$89.00","Jewelry","Aquamarise","0.0","NaN","0.58%","Shop owner","Made to Order","15562","Yes","https://www.etsy.com/listing/759646075/victoria-natural-moonstone-ring-in","13","Moonstone Ring,Engagement Ring,Art Deco Ring,Vintage ring,June Birthstone,Birthday Gift,Gatsby ring,dainty promise ring,birthstone rings,GIFTS FOR HER,PROMISE RING FOR HER,rainbow moonstone,silver ring women","30.77%","28","4.90","None","4.00 days","3 days","5 days","No","06 Ara, 2019","1403","Physical","2103","No","No","Yes","4","Yes",
"Purple Sapphire Ring- 14K Rose Gold Vermeil Unique Gemstone Engagement Ring For Women September Birthstone Anniversary Birthday Gift For Her","0","16","$27","$1424","63","$89.00","Jewelry","Aquamarise","0.0","NaN","0.30%","Shop owner","Made to Order","5369","Yes","https://www.etsy.com/listing/994525217/purple-sapphire-ring-14k-rose-gold","13","purple sapphire ring,ceylon sapphire ring,14k rose old ring,engagement ring,September birthstone,lavender sapphire,birthday gift,Dainty promise ring,GIFTS FOR HER,GIFTS FOR MOM,PERSONALIZED RING,GIFT FOR WIFE,PROMISE RING FOR HER","31.25%","5","4.60","None","4.00 days","3 days","5 days","No","04 Nis, 2021","400","Physical","1617","No","No","Yes","6","Yes",
"1CT Moissanite Engagement Ring For Women- 14K Solid Yellow Gold Diamond Ring Dainty Solitaire Oval Cut Promise Ring Anniversary Gift For Her","0","19","$291","$21565","53","$1135.00","Jewelry","Aquamarise","0.0","NaN","0.05%","Shop owner","Made to Order","40654","No","https://www.etsy.com/listing/709495144/1ct-moissanite-engagement-ring-for-women","13","Solitaire Ring,Engagement Ring,Moissanite Ring,oval Diamond Ring,dainty promise ring,14k solid gold ring,gold diamond ring,diamond ring for her,custom ring for her,HANDMADE JEWELRY,GIFTS FOR HER,PROMISE RING FOR HER,Mother's Day Gift","31.58%","6","5.00","None","18.00 days","12 days","24 days","Yes","23 Tem, 2019","1114","Physical","2239","No","No","Yes","8","Yes",
"Victoria Natural Citrine Ring in 14K Rose Gold Vermeil Yellow Gemstone Engagement Promise Ring- November Birthstone Anniversary Gift for Her","4","295","$340","$26255","63","$89.00","Jewelry","Aquamarise","0.0","NaN","0.59%","Shop owner","Made to Order","49626","Yes","https://www.etsy.com/listing/685193404/victoria-natural-citrine-ring-in-14k","13","Natural Citrine Ring,Yellow gemstone ring,November Birthstone,birthday gift,Vintage Ring,Gatsby ring,STATEMENT RING,GIFTS FOR HER,PERSONALIZED RING,Unique promise ring,her engagement ring,non traditional ring,art deco ring women","30.85%","91","5.00","None","4.00 days","3 days","5 days","No","16 Nis, 2019","3614","Physical","2337","No","No","Yes","4","Yes",
"Black Fire Opal & Rose Gold Leaf Couples Ring Set- His and Hers Matching Wedding Band Rose Gold Vermeil/ Tungsten Matching Promise Ring","3","32","$604","$7520","58","$235.00","Jewelry","Aquamarise","0.0","NaN","0.34%","Shop owner","Made to Order","9482","Yes","https://www.etsy.com/listing/1763044496/black-fire-opal-rose-gold-leaf-couples","13","Matching ring set,his and hers ring,engagement ring set,wedding ring set,couple wedding band,promise ring set,bridal ring set,black rings woman,opal couples ring,couples ring set,black fire opal ring,rose gold leaf ring,rose gold wedding","31.25%","10","4.90","None","4.00 days","3 days","5 days","No","12 A%u011Fu, 2024","718","Physical","391","No","No","Yes","7","Yes",
"Teardrop Alexandrite Ring- Sterling SilverGemstone Engagement Ring For Women- Promise Ring Color Changing Stone June Birthstone Gift For Her","0","23","$35","$2047","63","$89.00","Jewelry","Aquamarise","0.0","NaN","0.42%","Shop owner","Made to Order","5459","Yes","https://www.etsy.com/listing/893924464/teardrop-alexandrite-ring-sterling","13","Alexandrite ring,engagement ring,color changing stone,June birthstone,birthday gift,Promise ring for her,teardrop halo ring,dainty silver ring,STATEMENT RING,GIFTS FOR HER,GIFTS FOR MOM,PERSONALIZED RING,GIFT FOR WIFE","30.43%","7","5.00","None","4.00 days","3 days","5 days","No","19 Kas, 2020","454","Physical","1753","No","No","Yes","7","Yes",
"Borealis Forest & Teal Sapphire Couples Ring Set- His and Hers Wedding Bands- Northern Lights Tree Matching Rings- Starry Night Couples Ring","1","11","$259","$2805","53","$255.00","Jewelry","Aquamarise","0.0","NaN","1.01%","Shop owner","Made to Order","1085","Yes","https://www.etsy.com/listing/1788576958/borealis-forest-teal-sapphire-couples","13","Matching ring set,his and hers ring,engagement ring set,wedding ring set,couples promise ring,couples wedding band,Outer space ring,matching rings,Starry night ring,aurora borealis ring,trees wedding band,teal sapphire ring,crescent moon ring","0.00%","0","0.00","None","4.00 days","3 days","5 days","No","30 Eyl, 2024","130","Physical","342","No","No","Yes","8","Yes",
"Crushed Red Garnet Men's Black Wedding Band- Tungsten Carbide Hammered Ring- 8mm Mens Wedding Ring Unique Birthstone Promise Ring For Him","5","110","$690","$15950","63","$145.00","Jewelry","Aquamarise","0.0","NaN","0.97%","Shop owner","Made to Order","11314","Yes","https://www.etsy.com/listing/1576271901/crushed-red-garnet-mens-black-wedding","13","mens wedding band,8mm black ring,unique mens ring,couples ring sets,gifts for men,his promise ring,men inlay ring,couples ring,black mans ring,Black and red ring,red gemstone ring,mens garnet ring,German glass ring","30.91%","34","4.90","None","4.00 days","3 days","5 days","No","27 Eyl, 2023","733","Physical","711","No","No","Yes","5","Yes",
"Starry Night Van Gogh Fire Opal Ring- Rose Gold Tungsten Men's Wedding Band- 8mm Purple Opal & Rose Gold Leaf Ring- Anniversary Gift For Him","0","6","$70","$870","58","$145.00","Jewelry","Aquamarise","0.0","NaN","0.61%","Shop owner","Made to Order","984","Yes","https://www.etsy.com/listing/1764106504/starry-night-van-gogh-fire-opal-ring","13","mens wedding band,crushed opal ring,unique mens ring,couples ring sets,his promise ring,Woman Opal Ring,purple fire opal,Man Opal Ring,opal and gold leaf,unicorn opal ring,lavender opal ring,8mm wedding band men,rose gold band mens","33.33%","2","5.00","None","4.00 days","3 days","5 days","No","14 A%u011Fu, 2024","66","Physical","389","No","No","Yes","6","Yes",
"Blue Sapphire & Aquamarine Ring- Moi Et Toi Modern Engagement Ring For Women 2 Birthstone Delicate Pear and Emerald Cut Promise Ring For Her","3","62","$238","$5890","58","$95.00","Jewelry","Aquamarise","0.0","NaN","0.57%","Shop owner","Made to Order","10847","Yes","https://www.etsy.com/listing/1526846808/blue-sapphire-aquamarine-ring-moi-et-toi","13","Unique Engagement,Her Engagement Ring,Dainty Promise ring,Moi Et Toi Ring,Unique Jewelry,Double stone ring,Pear Cut Ring Woman,Child Birthstone,Woman Silver Ring,Gifts For Mom,Anniversary Gift,Gift For Her,natural aquamarine","30.65%","19","4.90","None","4.00 days","3 days","5 days","No","09 A%u011Fu, 2023","605","Physical","761","No","No","Yes","6","Yes",
"Hexagon Alexandrite Ring- 14K Rose Gold Vermeil Engagement Ring- For Women Promise Ring- Color Changing Stone June Birthstone- Gift For Her","3","182","$272","$16198","68","$89.00","Jewelry","Aquamarise","0.0","NaN","0.65%","Shop owner","Made to Order","27807","Yes","https://www.etsy.com/listing/880028049/hexagon-alexandrite-ring-14k-rose-gold","13","Alexandrite ring,hexagon ring,June birthstone,color changing stone,birthday gift,Promise ring for her,her engagement ring,GIFTS FOR HER,GIFTS FOR MOM,PERSONALIZED RING,GIFT FOR WIFE,handmade jewelry,Mother's Day Gift","30.77%","56","5.00","None","4.00 days","3 days","5 days","No","01 Eki, 2020","2292","Physical","1802","No","No","Yes","5","Yes",
